ID,Tweet,True Label,BERT,BERT 22,BERT 9,,,Model,T test
11048,meri mummy jb bhi kohra dekhti h tb kehti h cap pehno us pr mufler daalo n inner pehno fir sweater us jacket n socks n thermal pyjama .  .  .  .  .  . n i always used to say - ni mummy thand ni lg rhi h .  .  .  . n ske keeps putting clothes on me .  .  .  .  .  . luv u mom .  .  .  .,1,0,0,0,,,,
11143,gautam to phle din se hi winnr bn gya tah .  .,1,2,2,2,,,,
5727,Huhhh Watse our time ..... 3:30 se 4:00 Or ab tk ata pta nhi,2,0,1,0,,,,
5170,Or dasso,0,0,0,0,,,,
11310,kaafi serious hai bhai tu  .  .  .  .  .  .  .  .  tension na le  .  .  .  .  .  no one is perfect  .  .  .  .  .  .  haathi chale bajar  .  .  .  kutte bhoke hajar  .  .  .  .  .  .  .  mast reh  .  .  .  .  .  ;),1,1,1,1,,,,
2289,@someUSER we put a 2nd team out and get beat and you go #rafa  .  .  .  behave ben  !  !  you sound like a wool calling for rafa,0,1,1,1,,,,
10678,think pavilion parade started @imraina #indvssa #wewontgiveitback,0,0,0,0,,,,
12660,#rahulonleave can somebody tell how much time he needs for introspection.. come on be street smart and face the ground realities...,0,1,1,0,,,,
11973,Phus phus diya,2,0,0,0,,,,
4787,Or parde . .  Tu kha liyo,0,0,0,0,,,,
9448,sallluuuuuuuuuuu aa bhi jao :'(,0,2,2,0,,,,
3975,wo fair nd lovely lagane waali    tu dhup me kanche khelne waala    issi liye kalaa  .  .  .  .  bade dil wala  .  .  .  ;-),1,1,1,1,,,,
10634,pm modi kisi ka mazak nahi uda rahe hai .  .  .  .  .  .  . we to sachhae baya kar rahe hai .  .  .  .  .  .  jai hind .  jai bharat .,1,1,1,1,,,,
9881,"rt @bolshoybooze: ""ye kis chutiye ne #rahulonleave wala trend chalu kiya hai ?"" http://t.co/vkmfl1eckv",0,0,0,0,,,,
1168,the knicks got the heat at msg tomorrow !  gonna be tough but we got this !  !  #knickstape #gonewyork,1,1,1,1,,,,
6622,rip sir :(,0,2,1,1,,,,
8997,Tu bta,0,0,0,0,,,,
11810,ajinkya was faster than a jinkay #kannada #indvssa,1,1,1,1,,,,
12593,@someUSER bro you all confirm going to see jlin tomorrow  ?,0,0,0,0,,,,
11999,Ha,1,0,0,0,,,,
10480,klitschko still the wbc boss vitali klitschko retained his wbc heavyweight title on saturday when his fight ag http/URL,0,0,0,0,,,,
1495,acha acha,0,0,0,0,,,,
4448,dat khushi on guddu's face .  .  . when sir asked him to bring on chalk .  . epic :d :d,1,1,1,1,,,,
10547,Acha,1,0,0,0,,,,
12669,mere master g muzhe danda laane k liye bhejte they  .  .  .  .  jb period khatam hota mai tb danda leke aata tha :) :),1,1,1,1,,,,
1589,Heheh bye  Happy lohri..😘😘,1,1,1,1,,,,
3608,Hahah okay ap sab ke marzi ok bye,0,1,1,1,,,,
786,Aircraft  carrier,0,0,0,0,,,,
1509,Tu na gaya Mumbai ?,0,0,0,0,,,,
11808,Tension na le .. Ki naam ke liye aayega,2,2,2,2,,,,
3994,Assalamu Alaikum Salman KhanHum aapke fans chaahte hai ki aap ek baar haj ya umra karke aaye . Inshaa Allah aapki life ki mushkile aasaan hojaaye . Aameen.,1,1,1,1,,,,
6176,can't wait for sunday..i'm sure its gonna be 6-0... #indvspak,1,1,1,1,,,,
11497,kachua sir ko itni english aati hai ?  ?  :o,2,0,0,0,,,,
3367,class 2 me to 99% adhe class ko aate hai  .  .  .  tu sach me mature nahi hai,2,0,1,0,,,,
3776,bhai bajrangi bhaijaan pendant mila mujhe...Aaj ki party meri taraf se song launching par in JW Marriott Hotel me... thnx bhai,1,1,1,1,,,,
11913,Bhai jaan salam lekum aapke pass time hai,0,0,1,0,,,,
9182,chicken song iw awesome bhai,1,1,1,1,,,,
597,that look teachers give you when u go to staffroom asking for a subject teacher to correct ur marks in class test .  .  .,2,0,0,0,,,,
9868,look #steelers fans i know you may be upset about suisham missing that kick .  just know that i heard a guy named billy cundiff is available .,0,2,2,2,,,,
4500,i did this a lot in 6th and 9th jab mai monitor tha 8),1,1,1,1,,,,
10386,Kutta hai to na to muslim na to hindu,2,2,2,2,,,,
3991,Abhi kahan h ?,2,0,0,0,,,,
4975,Bank ka naam humbey h ?,1,0,0,0,,,,
7879,chadar odh ke chupchaap so jao neend achi aayegi  .,1,2,1,1,,,,
7018,yippee  !  !  !  friends i got free 3gb 3g mobile internet for 1 month in just 2 minute stuff .,1,0,1,1,,,,
12837,if pk movie is not banned then hindu dharam insulted again n again .,2,2,2,2,,,,
10521,enjoyed the flotus today in fl !  @someUSER u r brilliant .  .  . simply put !  glad i voted saturday #obama2012 #duval http/URL,1,1,1,1,,,,
5373,@gurmeetramrahim #blockbustermsg teri divani hai sari duniyaa tujko vo dunde sari umaria tu sabhki hai pyari khushian tu hai msgmsg tu hai,1,1,1,1,,,,
4356,egypt&amp;#039;s president mohamed morsi on monday pardoned all those arrested between the start of the revolution t  .  .  .  http/URL,1,0,0,2,,,,
2395,akhil sharma chk this out,0,0,2,0,,,,
2830,Raksha Shinde SALMAN insha Allah zaror help karenge...,0,1,1,1,,,,
8689,ye india h bhai; talented bahut h yahan pe,1,1,1,1,,,,
1387,rofl  !  !  !  !  i cant stop laughing  !  !  !,1,1,1,1,,,,
4078,@someUSER saturday i buy my ticket for the #tmhtour in belgium !  i'm so happy !  !  !  !,1,1,1,1,,,,
6816,rt @laugh_twit: kuchh to gul khilaye hain kuchh abhi khilaane hain par baagh mein ab bhi kaante kuchh puraane hai.. #unionbudget2015,0,0,0,0,,,,
10227,sir main bohut gorib hu....plz muje ap ki pas bula lo..........?,0,0,0,0,,,,
8451,Nhi yaar,0,0,0,0,,,,
6870,Han  hopefully  startup  successful  ho  jaaye,0,1,1,1,,,,
9053,is gag ko girls like nahi karegi,2,2,2,2,,,,
7978,ben amos is on the bench for the england u21s .  as they take on serbia in the 2nd leg of their play-off for the euros .,0,0,0,0,,,,
11531,Superhit 800 crores,1,1,1,1,,,,
2645,Kuch nhi  bas ghar mein,0,0,0,0,,,,
46,Allah kare ki app ki film bajrangi bhaijaan south therator mey reliz ho jaye,2,0,1,1,,,,
6641,Are dekh lnge 5 30 tak,2,0,0,0,,,,
9378,Trailer dhaaaansu hai yaar,1,1,1,1,,,,
8875,Kal  chalna  hai  woh  office  be  ??,0,0,0,0,,,,
8797,bad girls club: mexico .  .  . is so official now meaning most of the girls going off on each other .  i can't wait until monday .  |d,1,0,2,0,,,,
9659,#railbudget2015 controlling land encroachment through digitisation of land records.,0,0,0,0,,,,
2720,Muje abi Ni pata,2,0,0,0,,,,
8343,kya hogya,0,0,0,0,,,,
2047,Are bata,0,0,0,0,,,,
11139,bhaiyo aur bheno lets search ache din..!! #superbudget #unionbudget2015 #servicetax http://t.co/asstv5rtvs,1,0,0,0,,,,
9972,Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha,1,0,0,0,,,,
12511,Kyun ??,2,0,0,0,,,,
617,baba ramdev bhi chand dino k baad apky against aa rahy hai .  .  .  . akhir kayon ?,2,0,0,0,,,,
2649,Bhai jaan kuch kami si lag rahi h... Pata nai kyun.....,2,0,0,0,,,,
6089,Ahaan.. Gujiya or namastey uhh,2,1,1,1,,,,
1162,Bs bdiy Oy kon c trphy??,1,0,0,0,,,,
8865,so the penguin/random house merger is to go ahead ?  better than it falling into murdoch's clutches .  (a mistake for tuc to sell sun 41 yr ago),0,0,0,0,,,,
10301,rt good1gurdeep: gurmeetramrahim #blockbustermsg pita g aap hame autograph wala pyar kab doge g.,0,1,0,0,,,,
10160,ek bar se puch kr btana ki sefp ka hangout seson kb hai .,0,0,0,0,,,,
1312,tu approach he na kia kr admin dur se he kaam chala le ..  -P,0,2,2,2,,,,
10215,Bhaijan love uuu,1,1,1,1,,,,
12608,yaar #beefban mat karo. fir tumhare paas mudda hi kya rah jayega aag laga ke vote batorne ka?,0,2,2,2,,,,
12065,hahaha shan ko dekh kr school ke din yaad aagaye  .  .  .  .  .  .  .,0,0,1,1,,,,
12816,yaar guddu ko dekete hi akshay kumar ki yaad ati hai sabhi ka scene kaat deta hai  .  .  . ;),0,1,1,1,,,,
7083,bas 1 min aur,0,0,0,0,,,,
5044,hmm,2,0,0,0,,,,
2251,"bucks backcourt mates brandon jennings and monta ellis had a  "" little brother-big brother ""  talk on sunday   as jennings described it .",0,0,0,0,,,,
9832,Maine ek doc  ko Diya tha Friday ko,0,1,1,1,,,,
12036,muje pta he aap reply nhi kroge phir bhi apki film achi rhe and mey docter bnna chatha hu dua kro,0,0,2,0,,,,
6457,Ab  batao kaise ho?,0,0,0,0,,,,
10722,modi ji tumhe aise ghatiya baatein suit nhi karti .  .  .  .  .  .  .  .  .  . 5 saal kejriwal,2,2,2,2,,,,
12196,i have tkts to see plan b next feb- he has already announced his support acts- labrinth and rudimental !  !  !  ! this news has made me tres happy,1,1,1,1,,,,
9754,mom is mom :) yaade yaad dila di :'( awsm :),1,1,1,1,,,,
8039,bhai isko bolte hai presence of mind well done guddu,1,1,1,1,,,,
4269,michael jackson radio may be one of the softest stations .  but got damn has some good jams .,1,2,1,1,,,,
748,gandhi hatao...congress bachao....varna museum mein jao.... #aapsweep,2,0,0,0,,,,
7268,salman sir apke being human trust ki small cities me bhi requirement hai ..pls. jitni jyada ho sake utne logo ke madad kejiye....and BAJRANGI BHAIJAAN Ki JAI HO.,1,1,1,1,,,,
10660,Salman gadi aaram se chlana ab wrna jai..l,0,0,0,0,,,,
1912,Ye ishq nhi aasan bas itna samaj lijiye .... Ek aag ka dariya hai or dub ke jana hai ... -- !!,0,2,2,2,,,,
5164,aisa school ho to me kabhi ghar hi na jau .  .  .,1,0,0,0,,,,
10431,rt rameshkumararo1: rt chandnigodara: gurmeetramrahim #blockbustermsg ppa g........................can't explain wht am fill,0,2,1,1,,,,
10643,#rahulgandhi ab ganja bhi maare . . dum ka bum kheech ke bhoolenge se saare gum #rahulonleave,2,2,2,2,,,,
12627,Easy hojata hai boho,2,0,0,1,,,,
2935,Na to mamla paind hojata,0,0,0,0,,,,
2128,Ji salman bhai.bilqul rhenge..aapke liye :* :),1,1,1,1,,,,
11395,g ni wo b ek ldki h isliye bol rhi hu as a human...,0,0,2,1,,,,
3791,Rakh rha hun,0,0,0,0,,,,
5326,abay salay chor ye dialouge tunay THE VIRAL FEVER K episode say churay hai .. or likhta tah meri kahani .. madarchoo##### chor,2,2,2,2,,,,
6752,tomorrow our opportunity to love continues @ the boys &amp; girls club (123 jefferson) .  meet us there at 10am   w/ boots and gloves if possible .,1,1,1,1,,,,
10982,Haha,1,0,0,0,,,,
11327,Beauty lies in the eyes of the beholder .... depends on you whom do you see as beautiful ..... can't generalize the fact above though,0,2,1,0,,,,
9822,school mein milne wale laddoo kitni khushi dete they :d,1,2,2,2,,,,
3128,the question is not #whereisrahul nor is it is #rahulonleave? the question is how did modi know a day in advance? https://t.co/iwoh5r0zmg,0,0,0,0,,,,
3087,yeh bahut buri baat hai,2,1,1,1,,,,
2654,well ab bjp supporters ko anna bhi nahi bhate  .  kuchh to sharam karo .  this is why i support aap :) :),1,1,1,1,,,,
4007,champion trophy mai india pakistan kai match ke baad ek pakistani nai kaha no matter our team wins or loses    we still love green coz blue to harpic bhi hota h  .  esake jawab mai ek indian nai kaha tum jaise hare toilet virus ya keede ko khatam krne ke liye hm harpic hone ke liye bhi tayar hei  .  .  :-),0,1,1,1,,,,
637,rt @bjpindiabjp: railway minister sureshpprabhu to present his maiden #railbudget2015 today railminindia #bjp,0,0,0,0,,,,
3466,saale hindi medium wale aur patao convent ki ladki :-p,1,2,2,2,,,,
4990,remember last new years and i sat there for 2 hours watching kasabian live at the o2,0,0,1,0,,,,
6000,@someUSER lmfao alright u got me there .  good job parker and the spurs   see y'all jan 9th .  if i get an extra ticket to that game ur goin,1,1,1,1,,,,
6831,Khade khade pak gaya bhai ketna w8 karawoge ?,0,0,0,0,,,,
323,oooo !  grandfather bas ab nahi kitna natak karoge,2,2,2,2,,,,
6656,Modi ji apne kaha tha ki assam se sab bangladesi jald hi jayenge. Par apne to unko dawat pe bulawa diya . Jo naukile kata tar se assam ata he uske liye to apne volvo bus bhej diye. Apse hamko ye ummid nehi thi.,2,0,0,2,,,,
12194,chak de india !  we will rock n chase !,1,1,2,2,,,,
4544,rt @ddnational: #cwc15: #indvssa: india win the toss and elect to bat. india - 9 in 2.4 overs. watch live on @ddnational @bcci,0,0,0,0,,,,
11498,chalk to kashmir hua karta ha tb .  dusre section wale maar kaat par utar aate the .,0,2,2,2,,,,
2469,#isupportmsg #welovemsg #msgincinemas #msgmegamovie we all should watch,0,0,0,0,,,,
7548,may apna kam khud hi kiya krti thi .  .  mujhe kvi ayse help nhi mila !  !  :/,2,2,2,2,,,,
2399,hmm raspberry pi - scrap ipads in the class room - have some pi instead #education @someUSER http/URL,0,0,0,0,,,,
8886,Election jantak chunne k hota h ya neta juth bolte h bade2 wade karte hlakin wahi'ENGRAGI SASAN'Ise badlega kon jise humne chunna h lakin wo badlega to wo satta sukhbade2 ghotalejanta ka pesa janta k leya kyo pryoge nahi ja raha,2,2,2,2,,,,
10818,7 mins left......waiting bhai......,0,0,0,0,,,,
4867,batao ji sentence bhi theek phir bhi teacher ka ye bartav  very very bad hai ji .,2,2,2,2,,,,
10815,Umar bhar aap eysai hash te rehay or you hi movie banate rehiye,1,1,1,1,,,,
8687,salman bhai jay ho,1,1,1,1,,,,
2261,nahi to ak ladki kuvari rahe jayagi,0,2,2,2,,,,
7925,ye apne papa ki zanjeer par latka hua hai  .  .  .  .  .  .  .  .,2,2,0,0,,,,
7157,modi ji flop ho gai ye bhi apki rally modi lehar delhi me nahi rahi hehehe,2,2,2,2,,,,
8208,Sir app ke jo soch he subko sath me leke chalna ek din ye soch appko itna upper lejayega chahe koye appko bhulne ki kosis kerenge to unnke samne appko bhulna nehi balki desh ko bhulna nazar aayega.,1,2,1,1,,,,
5918,Loan ka kaam hua ?,0,0,0,0,,,,
923,why science paper after indo pak match ?  agar india haar gayee to bachon ka mood off hoga aur exam mein lug jayegi,2,2,2,2,,,,
1366,Main suggestion dun ? Filmy hero ban jaa . . . Ishaqshaade ban jaa ...  p 8-),0,1,1,1,,,,
7509,sach mein jinke paas 4 wheeler hoti hai .  .  . unhe is mazaa ka experience nehi ho paata .  .  . so sad,2,2,2,2,,,,
3271,shaan is like .  .  question kahin mujh par na aajaye :p,0,0,0,0,,,,
3265,the ambition of nadal   the knees of ena sharples and the liver of george best .  my recipe for saturday tennis .  #5-7 5-7,0,1,1,1,,,,
4966,3:53 now,0,0,0,0,,,,
6606,duels official .  .  .  this saturday .  .  .  at out of the bedroom be there !,0,0,0,0,,,,
1985,Ha sacchi mein,2,1,1,1,,,,
5360,@someUSER it will be like sunday night in miami   lmfao,1,0,0,0,,,,
12320,Koi mere se zyada bda sallu ka fan hai to to lagatar iss film k pahle show dekhega koi hai to add me,0,0,0,1,,,,
8713,google+ hangout with : october 27th !  2pm pacific / 5pm eastern via #askllcoolj #llcooljhangout http/URL #kpoptv #2pm,0,0,0,0,,,,
8664,Dekh jara,0,0,0,0,,,,
2464,@gurmeetramrahim yes my rockstar papa ji yeh sab aap ji ki rehmat hai #msgincinemas #msgthefilm,0,1,1,1,,,,
3888,abhi$hi to pata Ni yar kya hoga .. Kitna mil ra hai,2,0,0,0,,,,
6500,pk movie sirf isliya bani hai ki proof ho ki muslim gadhar nahi hai....lol @maanhcl2007 @jeetensingh @yesiamsaffron @swimmer_bhuppi,0,2,2,2,,,,
5521,rt @harjinder5786: @gurmeetramrahim #msgincinemas sab aapki rehmt hi hai ji,1,1,1,1,,,,
6331,Gud mrn Gud mrng,1,0,0,0,,,,
2798,guideen you towards the path of success. Happy Holi!😊😊😊 May god gift u all the colors of life Colors of joy Colors of happiness Colors of friendship Colors of luv and All other colors U want to paint in ur life. Happy holi.🤗 Wishing You And Your Family A Very Bright Colourful And,1,1,1,1,,,,
1252,Sir sare pagal ho jye gye jaldi aaa jao,0,0,2,0,,,,
6546,Bhai apni har ek film mai atif ka 1 toh gana jaroor daaalna,0,1,0,1,,,,
8265,#fakefundrow aap has not even forme govt &amp; scams &amp; frauds have already started bosedk @arvindkejriwal.hats off to arnab @timesnow #aapsweep,0,2,2,2,,,,
4858,with in astrology,0,0,0,0,,,,
8607,jis section ki ladkiyan mast hoti thi us section mai jate the chalk magne  .   .  .  .  .  .  .  .  .  .  . ha ha ha,1,1,0,1,,,,
6983,kisi ko sambit patra kahin dikhe? agar kahin milein to unhe meri taraf se gale laga lena ek baar. :) #delhidecides,0,0,0,0,,,,
11959,@gurmeetramrahim #blockbustermsg ji pitaji dhan dhan satguru tera hi asra lv u pitaji,0,0,0,1,,,,
10195,"kash hame bhi aise  "" maa ""  milti .",2,0,1,0,,,,
9913,guddu itna agyakaari kaise ho gaya,0,0,2,1,,,,
1698,Are maska kyu mar rhe sallu bhai rply dedo,0,0,0,0,,,,
6742,Eid mobarak bhaijaan kyse ho serkhan kab aega bhai,1,0,0,0,,,,
7676,aaj rajpath par itni security hai ki logo ko apne ghar se tho kya apni rajaai se nikalne ki bhi aanumati nai hai .  .  .  .  ;),2,0,0,1,,,,
7848,best school in world .  .  .  rahul casan abhi abhinav,1,1,1,1,,,,
4909,and baccho this is how gayrbage bin started .  .  .  :-|,0,2,2,1,,,,
1222,agar aap nahi daalenge to aapke account me 150 recharge add nahi hoga .,2,0,0,0,,,,
8018,glti se di ko b yaad kr liya kr,0,0,2,0,,,,
2974,reality - power point me slide show start karne ke liye f5 press karo .,0,0,0,0,,,,
9570,guddu to chaa gya har jagah,1,0,1,0,,,,
8963,@someUSER happy 20th birthday nick j !  hope it's one of the best !  you've accomplished so much already .  .  .  and so much more to come .  love you !,1,1,1,1,,,,
11584,Abbe .. Ek doc bhej rha hun English ka 12 angry men ka argument analysis h .. Usme modify kar lena ache se,2,0,0,0,,,,
10344,bhai sab ready ho jao kal first day first show kuch bhi ho jaye,1,0,1,0,,,,
3774,guddu k pillow b smile kr re   guddu ki tarah !  !,0,0,1,1,,,,
12314,16 .  vot bank ki rajneet ke chalte desh mein atanki hamale va mazahbi riots badhte jaa rahe the jise ab bina kisi bhed bhav ke khatam kiya ja raha hai,1,2,2,2,,,,
2468,taash khelte hue haare tou life me law lg jate hain or same aashiqui me hota hai -_-,0,2,1,1,,,,
2039,beauty lies in the eyes of the beholder  .  .  .  .  depends on you whom do you see as beautiful  .  .  .  .  .  can't generalize the fact above though,0,2,1,1,,,,
11004,to kyo nahe iss bar kejriwal ko vote kar dekhe o kya karta h o bhe pata chal jayga .,0,1,2,1,,,,
6073,nadal confirmed for mexican open in february: rafael nadal is set to play at the mexican open in february   .  .  .  http/URL #tennis,0,0,0,0,,,,
10287,Sbka record todke Salman bhaiJai jai bajrang bali,1,1,1,1,,,,
1602,acting nahi bas nautanki karwa lo is se .,0,2,2,2,,,,
10998,15 lakh kha h mere ?,0,0,0,0,,,,
10220,Duniya ki technology lane par hi dess ka vikas hoga,1,2,2,2,,,,
5728,the notebook may be one of the greatest movies created of all time&lt;3,0,1,1,1,,,,
11502,varanasi se ladoge  ?,0,0,0,0,,,,
12457,ana ji aap ka hm samman krte hn .  bt aap a .  kejri ka first attempt me support krte to aur bhi acha raha hota desh k liye .,1,0,1,1,,,,
10114,@google thanks for the #indvspak doodle ! game is evenly poised as of now ! #wc2015 http://t.co/jh4fvy8vox,0,1,2,1,,,,
10199,try speak to Dean of Students ' welfare ..! DUSU office !  ),0,0,0,0,,,,
8476,granted mast application h .,1,0,1,0,,,,
2922,Aapse baat karna chahta hu bhai .bahut badi problem mae hu.aapki help chahta hu,0,1,2,1,,,,
8965,Mai  toh  subah  7  bje  yaar,0,0,0,0,,,,
5771,right ab ki bar aap ki sharkar,1,2,2,2,,,,
3763,premier league: west ham v man city on saturday .  our preview looks at the stats &amp; has some interesting betting tips: http/URL,1,0,1,1,,,,
8238,"socha   tha   ke   aaj tere siwa kuch aur sochu .  .  .  .  subah se shaam ho gayi .  .  aur abhi tak isi  "" soch ""  mein hoon ke tere siwa kya sochu .  .  ?  ?  ?  like this page <3 if u someone love  .",1,1,1,1,,,,
10922,lauryn hill's going to be at constitution hall on november 4th &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; i'm in there like swimwear  !  !  !,0,0,0,0,,,,
4352,rt @sachininsan_er: @gurmeetramrahim #msgincinemas ok papaji.... and thanks your blessings...,0,1,1,1,,,,
6239,bada mehnati balak hai :p :d,1,1,1,1,,,,
2306,anna hazare pakistan wale aapko president bnana chah rhe hain .,0,2,2,2,,,,
10693,thandi ka   halwa ka   mummy ka   school ka .  .  .  . sabka ka kahani bateyga re mera faisal .  .  .  . jiyo mere cheethey .  .  .,1,1,1,1,,,,
2940,ek bar msg karo bhaijaan,0,0,1,0,,,,
11199,rt @ani_news: nitin gadkari : lok sabha mein aap ka band baja baj gaya ab delhi mein bhi aap ka band bajega,2,2,2,1,,,,
10414,eid mubarak ho aap ek baar reply karye pls,1,1,1,1,,,,
11051,6-8 times compensation is fair. you not only pay for acquisition but also dislocation and resettlement. #landacquisitionbill,1,2,2,2,,,,
12416,Kal toh din bhar sona h,0,0,0,0,,,,
816,#aapsweep #aapstorm we are here to make delhi better @msisodia after aap sweep http://t.co/elqa4xce6l http://t.co/d4fbqrkrii @aapforindia,1,1,1,1,,,,
9280,Salman bhai aap humse kaise baat karonge bhai,0,0,0,0,,,,
5662,Vlsi digicom ai / ml its humanitiesg thikingskillsg scienceg,0,0,1,1,,,,
11153,jabh bhi kisi muslim ki khabar aati hai to aap hamesha bacho aur aurto ko hi bich me late sachi khabar diya karo  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  pagal media,2,0,1,1,,,,
1089,@someUSER aston villa are a joke mate and so is your profile pic u may wanna hit the gym b4 u head to the bridge w your bitch slaps #jogon,2,2,2,2,,,,
4284,Jai shri krishna bhagwaan ji apko hamesha khush rakhe,1,1,1,1,,,,
1375,Abhi easvariya ka bhut utra hi ni he to tumko kaha se milega,0,0,0,0,,,,
8721,superb debate is going in @abpnewstv on #unionbudget2015 i mean #ghantabudget,2,0,2,1,,,,
3982,Modi ji ek aisa star hai wo jaroor India ka star badlega kya khete ho mera bhayio or bheno,1,2,1,2,,,,
5933,watch live streaming video of the pancake day activities tomorrow at http/URL make sure you .  .  .  http/URL,0,0,0,0,,,,
493,rt mib_india: nine major thrust areas in #railbudget2015 presented by shri sureshpprabhu #रेलबजट http://t.co/aoyj11jqlb,0,0,0,0,,,,
11965,but admin tumne khud ka time waste kiya mene to kabi pade hi nahi kon padta itne lambi lambi post . unlike kar to sab is fake ko,2,2,2,2,,,,
1651,it is saturday after all .  question - is giroud the new torres ?  and superbowl switches to comerica park for game 3 .  where ?,0,0,0,0,,,,
11507,Han,0,1,1,0,,,,
4535,Mahan bharat ka mahan beta har har modhi,1,0,1,1,,,,
37,Sale salman khan abki dekhna hai ki teri pic kaise hit hogi bina muslim ke sale tum log muslim per daag ho,2,2,2,2,,,,
4713,#41   I'm still a virgin  and there are so many babes in mumbai here everytime I go outside campus its driving me crazy !,0,2,1,2,,,,
11922,aa jaiyu,0,0,0,0,,,,
3012,a man wid golden words,1,1,1,1,,,,
8958,😁😀😃,0,0,0,0,,,,
5651,Modi is tarah so dekhne se kuchh nahi hota,2,2,2,2,,,,
1835,Tera project kya h ?,1,0,0,0,,,,
527,Skil india to tab hoga jab india rahega modi g. Kanhi seej fayar kahi isi. Naksal waad. Jai hind.,2,1,1,1,,,,
2861,@someUSER @someUSER you guys rocked tonight !  !  !  see you in kentucky on saturday !,1,1,1,1,,,,
392,Hello sir ji salmaan ji itna late kyu ho rha hai plz jaldi reply kro plz i m waiting for ur response,0,0,0,0,,,,
12312,salman sir aap kyo nai aiye online,2,0,0,0,,,,
1349,Holy cricket !! Did he actually ..?? Mai khta-2 thk gyaa  gandalf hatao  duc bachao !! Kisi ne suni nai meri baat ! #,0,0,0,1,,,,
8853,8th stage ka 3rd level kafi difficult hai :-),2,2,0,2,,,,
3111,grassroot level change hona chahiye...thik thak budget to hai..speech was gudbt practical implimentation is imp. #railbudget2015,1,2,2,2,,,,
677,Bhai ..kab bajen ge 3.30,0,0,0,0,,,,
1273,pay karna thk h agar 1st date pe wasool b karlo to :p,0,0,0,1,,,,
5753,yoooo  .  .  nice modification admin  .  .   .  game of thrones is really awesome btw  .  .  !  !,1,1,1,1,,,,
9404,bwaha ek din m armpit aa gae .. reech ki aulad,2,0,0,0,,,,
1804,nothing true,2,1,1,1,,,,
12183,Abhi bhuk to nahi lag rahi hogi tuje ?,0,0,0,0,,,,
3983,"awesome .  .  .  .  !  !  !  !   "" kya roya h bhai .  . ek baar to meri aankho m aasu aa gye ""  .  .  . ;);)",1,1,1,1,,,,
12225,guddu .  . tu toh lucky hai re bhut .  . :v :d,1,1,1,1,,,,
4967,Ye kya bomb dikha Rahe ho,0,0,2,0,,,,
5928,garbage bin ultimate boss .  .  .   !  !  !  hme to 1re milta tha #seema toffee khane ke liye (vo bi mummy se) .  .  .  patang/magazine to door ki bt :d,1,1,1,1,,,,
3121,loksabha chunav ke time mamta banerjee ki delhi wali sabha me bheed nhi juti to beemari ka bahana bana liya tha .  ye hain anna,2,2,2,2,,,,
11862,love it !  !  !  :d :d :d :d,1,1,1,1,,,,
1027,jo kaam chor aur free ka khane wale ho hai uske liye 15lakh kya 15cr bhi kam hai,2,2,2,2,,,,
2547,pehle ye bta tjhe ye sb pta kese chala .....,0,0,0,0,,,,
11566,he deserves novel .  .,1,1,1,0,,,,
9712,jindabaad,1,1,1,1,,,,
483,haan yaar dimag kharab ho jata tha .  .  . i remember my frst cassatte jisme snow bros bna tha n nikla circus n tank .  .  .  .,2,2,2,2,,,,
6408,achha hua maa ne baigan ka bharta nahi banaya .   !  !  !  !  !,2,2,2,2,,,,
10956,@nitinmahalwal88 #landacquisitionbill pura safdarjung posh area hamari jameen pe hai aur hum narak ki jindagi jee rahe h humayun pur me,2,2,2,2,,,,
1793,aakhir jaag hi gya guddu ke baap ke andr ka sunny deol :-p,0,0,1,1,,,,
8771,@someUSER paterno wouldnt be charged .  all hearsay on him and he did do his job (minimal as may be) .  he reported it .  rest is speculation .,0,2,0,2,,,,
11352,hmmm,1,0,0,0,,,,
4905,To budday gifts to mil Hi gaye na aapke ...🤗 lill bro wale,0,2,2,2,,,,
2990,Apko pta nhi hh m apko kitna psn krte hu,0,0,0,0,,,,
12766,i love myself exactly as i am  .  i no longer wait to be perfect in order to love myself,1,1,1,1,,,,
11035,Mil gaye tujhe,0,0,0,0,,,,
6286,bachpan yaad aagaya .  .  maaza aa gaya .  .  thax guddu .  .  .,1,1,1,1,,,,
6134,hi sallu bro....,0,1,1,1,,,,
9302,isse bettr hota kuch motivatng post kiya hota for d welfar of country  / ye sb faltu bakwaas post krne ka koi sense ni h,2,2,0,0,,,,
11989,beef beef beef...beef beef zamana bolo! ban ban ban...ban ban deewane boley :) :) #beefban,1,0,1,1,,,,
1603,saving tigers is a noble cause while saving cows invites protest!! i support #beefban,1,0,0,1,,,,
6322,born in february close to valentines .  through all the heart pains i still look for love guess imma always b crazy,2,1,1,1,,,,
123,ye pakistan k log vaise jokers bankar ku bethe h :-/ :o,2,2,2,2,,,,
3928,waooo abp walo ne dwa khridi ab abp k ghr m ramdev ka beta paida hoga .  .  . hahahahahha,1,0,1,1,,,,
12090,ka hai bhaiya  .  bahot din baad nazar aaye  ?  ?  ?  sab kusal mangal hai na,0,0,0,0,,,,
1203,Mammi agyi hain,0,0,0,0,,,,
10487,vai may Bangladesh se hu. may chatahu app ek bar ki lia Bangladesh me jorrur aenge,1,0,0,0,,,,
7466,yes lv u sallu bhaijaan...,1,1,1,1,,,,
